Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
27229	3.0000	0.9063	0.8863
27230	2.0000	0.6042	0.5908
27231	4.0000	1.2085	1.1817
27232	3.0000	0.9063	0.8863
27233	3.0000	0.9063	0.8863
27234	3.0000	0.9063	0.8863
27235	4.0000	1.2085	1.1817
27236	2.0000	0.6042	0.5908
27237	2.0000	0.6042	0.5908
27238	2.0000	0.6042	0.5908
27239	3.0000	0.9063	0.8863
27240	3.0000	0.9063	0.8863
27241	4.0000	1.2085	1.1817
27242	0.0000	0.0000	0.0000
27243	3.0000	0.9063	0.8863
27244	4.0000	1.2085	1.1817
27245	3.0000	0.9063	0.8863
27246	3.0000	0.9063	0.8863
27247	6.0000	1.8127	1.7725
27248	3.0000	0.9063	0.8863
27249	3.0000	0.9063	0.8863
27250	3.0000	0.9063	0.8863
27251	3.0000	0.9063	0.8863
27252	2.0000	0.6042	0.5908
27253	3.0000	0.9063	0.8863
27254	3.0000	0.9063	0.8863
27255	2.0000	0.6042	0.5908
27256	0.0000	0.0000	0.0000
27257	0.0000	0.0000	0.0000
27258	6.0000	1.8127	1.7725
27259	3.0000	0.9063	0.8863
27260	2.0000	0.6042	0.5908
27261	3.0000	0.9063	0.8863
27262	2.0000	0.6042	0.5908
27263	4.0000	1.2085	1.1817
27264	3.0000	0.9063	0.8863
27265	4.0000	1.2085	1.1817
27266	3.0000	0.9063	0.8863
27267	4.0000	1.2085	1.1817
27268	2.0000	0.6042	0.5908
27269	6.0000	1.8127	1.7725
27270	4.0000	1.2085	1.1817
27271	2.0000	0.6042	0.5908
27272	6.0000	1.8127	1.7725
27273	3.0000	0.9063	0.8863
27274	4.0000	1.2085	1.1817
27275	3.0000	0.9063	0.8863
27276	3.0000	0.9063	0.8863
27277	4.0000	1.2085	1.1817
27278	3.0000	0.9063	0.8863
27279	3.0000	0.9063	0.8863
27280	3.0000	0.9063	0.8863
27281	3.0000	0.9063	0.8863
27282	3.0000	0.9063	0.8863
27283	4.0000	1.2085	1.1817
27284	3.0000	0.9063	0.8863
27285	3.0000	0.9063	0.8863
27286	3.0000	0.9063	0.8863
27287	6.0000	1.8127	1.7725
27288	6.0000	1.8127	1.7725
27289	4.0000	1.2085	1.1817
27290	3.0000	0.9063	0.8863
27291	6.0000	1.8127	1.7725
27292	3.0000	0.9063	0.8863
27293	2.0000	0.6042	0.5908
27294	0.0000	0.0000	0.0000
27295	3.0000	0.9063	0.8863
27296	3.0000	0.9063	0.8863
27297	3.0000	0.9063	0.8863
27298	4.0000	1.2085	1.1817
27299	3.0000	0.9063	0.8863
27300	4.0000	1.2085	1.1817
27301	3.0000	0.9063	0.8863
27302	4.0000	1.2085	1.1817
27303	4.0000	1.2085	1.1817
27304	3.0000	0.9063	0.8863
27305	4.0000	1.2085	1.1817
27306	4.0000	1.2085	1.1817
27307	3.0000	0.9063	0.8863
27308	2.0000	0.6042	0.5908
27309	3.0000	0.9063	0.8863
27310	3.0000	0.9063	0.8863
27311	2.0000	0.6042	0.5908
27312	3.0000	0.9063	0.8863
27313	2.0000	0.6042	0.5908
27314	3.0000	0.9063	0.8863
27315	6.0000	1.8127	1.7725
27316	4.0000	1.2085	1.1817
27317	3.0000	0.9063	0.8863
27318	4.0000	1.2085	1.1817
27319	4.0000	1.2085	1.1817
27320	4.0000	1.2085	1.1817
27321	3.0000	0.9063	0.8863
27322	3.0000	0.9063	0.8863
27323	6.0000	1.8127	1.7725
27324	3.0000	0.9063	0.8863
27325	4.0000	1.2085	1.1817
27326	6.0000	1.8127	1.7725
27327	0.0000	0.0000	0.0000
27328	3.0000	0.9063	0.8863
27329	3.0000	0.9063	0.8863
27330	4.0000	1.2085	1.1817
27331	4.0000	1.2085	1.1817
27332	3.0000	0.9063	0.8863
27333	4.0000	1.2085	1.1817
27334	0.0000	0.0000	0.0000
27335	3.0000	0.9063	0.8863
27336	3.0000	0.9063	0.8863
27337	3.0000	0.9063	0.8863
27338	2.0000	0.6042	0.5908
27339	6.0000	1.8127	1.7725
27340	4.0000	1.2085	1.1817
27341	2.0000	0.6042	0.5908
27342	3.0000	0.9063	0.8863
27343	3.0000	0.9063	0.8863
27344	3.0000	0.9063	0.8863
27345	2.0000	0.6042	0.5908
27346	4.0000	1.2085	1.1817
27347	3.0000	0.9063	0.8863
27348	4.0000	1.2085	1.1817
27349	3.0000	0.9063	0.8863
27350	2.0000	0.6042	0.5908
27351	3.0000	0.9063	0.8863
27352	2.0000	0.6042	0.5908
27353	3.0000	0.9063	0.8863
27354	0.0000	0.0000	0.0000
27355	3.0000	0.9063	0.8863
27356	3.0000	0.9063	0.8863
27357	3.0000	0.9063	0.8863
27358	6.0000	1.8127	1.7725
27359	4.0000	1.2085	1.1817
27360	0.0000	0.0000	0.0000
27361	3.0000	0.9063	0.8863
27362	3.0000	0.9063	0.8863
27363	3.0000	0.9063	0.8863
27364	3.0000	0.9063	0.8863
27365	3.0000	0.9063	0.8863
27366	3.0000	0.9063	0.8863
27367	3.0000	0.9063	0.8863
27368	4.0000	1.2085	1.1817
27369	3.0000	0.9063	0.8863
27370	6.0000	1.8127	1.7725
27371	3.0000	0.9063	0.8863
27372	3.0000	0.9063	0.8863
27373	2.0000	0.6042	0.5908
27374	3.0000	0.9063	0.8863
27375	4.0000	1.2085	1.1817
27376	3.0000	0.9063	0.8863
27377	4.0000	1.2085	1.1817
27378	2.0000	0.6042	0.5908
27379	2.0000	0.6042	0.5908
27380	3.0000	0.9063	0.8863
27381	3.0000	0.9063	0.8863
27382	3.0000	0.9063	0.8863
27383	3.0000	0.9063	0.8863
27384	6.0000	1.8127	1.7725
27385	4.0000	1.2085	1.1817
27386	3.0000	0.9063	0.8863
27387	4.0000	1.2085	1.1817
27388	3.0000	0.9063	0.8863
27389	3.0000	0.9063	0.8863
27390	2.0000	0.6042	0.5908
27391	2.0000	0.6042	0.5908
27392	3.0000	0.9063	0.8863
27393	0.0000	0.0000	0.0000
27394	3.0000	0.9063	0.8863
27395	3.0000	0.9063	0.8863
27396	4.0000	1.2085	1.1817
27397	3.0000	0.9063	0.8863
27398	4.0000	1.2085	1.1817
27399	3.0000	0.9063	0.8863
27400	4.0000	1.2085	1.1817
27401	4.0000	1.2085	1.1817
27402	4.0000	1.2085	1.1817
27403	6.0000	1.8127	1.7725
27404	4.0000	1.2085	1.1817
27405	3.0000	0.9063	0.8863
27406	0.0000	0.0000	0.0000
27407	3.0000	0.9063	0.8863
27408	3.0000	0.9063	0.8863
27409	2.0000	0.6042	0.5908
27410	4.0000	1.2085	1.1817
27411	3.0000	0.9063	0.8863
27412	3.0000	0.9063	0.8863
27413	4.0000	1.2085	1.1817
27414	4.0000	1.2085	1.1817
27415	2.0000	0.6042	0.5908
27416	2.0000	0.6042	0.5908
27417	3.0000	0.9063	0.8863
27418	3.0000	0.9063	0.8863
27419	3.0000	0.9063	0.8863
27420	3.0000	0.9063	0.8863
27421	3.0000	0.9063	0.8863
27422	3.0000	0.9063	0.8863
27423	3.0000	0.9063	0.8863
27424	3.0000	0.9063	0.8863
27425	2.0000	0.6042	0.5908
27426	4.0000	1.2085	1.1817
27427	0.0000	0.0000	0.0000
27428	3.0000	0.9063	0.8863
27429	2.0000	0.6042	0.5908
27430	2.0000	0.6042	0.5908
27431	6.0000	1.8127	1.7725
27432	0.0000	0.0000	0.0000
27433	4.0000	1.2085	1.1817
27434	2.0000	0.6042	0.5908
27435	3.0000	0.9063	0.8863
27436	3.0000	0.9063	0.8863
27437	2.0000	0.6042	0.5908
27438	2.0000	0.6042	0.5908
27439	2.0000	0.6042	0.5908
27440	4.0000	1.2085	1.1817
27441	3.0000	0.9063	0.8863
27442	4.0000	1.2085	1.1817
27443	4.0000	1.2085	1.1817
27444	4.0000	1.2085	1.1817
27445	4.0000	1.2085	1.1817
27446	3.0000	0.9063	0.8863
27447	3.0000	0.9063	0.8863
27448	3.0000	0.9063	0.8863
27449	6.0000	1.8127	1.7725
27450	4.0000	1.2085	1.1817
27451	3.0000	0.9063	0.8863
27452	0.0000	0.0000	0.0000
27453	3.0000	0.9063	0.8863
27454	4.0000	1.2085	1.1817
27455	3.0000	0.9063	0.8863
27456	6.0000	1.8127	1.7725
27457	3.0000	0.9063	0.8863
27458	3.0000	0.9063	0.8863
27459	3.0000	0.9063	0.8863
27460	0.0000	0.0000	0.0000
27461	3.0000	0.9063	0.8863
27462	6.0000	1.8127	1.7725
27463	0.0000	0.0000	0.0000
27464	2.0000	0.6042	0.5908
27465	6.0000	1.8127	1.7725
27466	3.0000	0.9063	0.8863
27467	3.0000	0.9063	0.8863
27468	6.0000	1.8127	1.7725
27469	3.0000	0.9063	0.8863
27470	3.0000	0.9063	0.8863
27471	3.0000	0.9063	0.8863
27472	3.0000	0.9063	0.8863
27473	3.0000	0.9063	0.8863
27474	3.0000	0.9063	0.8863
27475	4.0000	1.2085	1.1817
27476	3.0000	0.9063	0.8863
27477	3.0000	0.9063	0.8863
27478	2.0000	0.6042	0.5908
27479	2.0000	0.6042	0.5908
27480	3.0000	0.9063	0.8863
27481	6.0000	1.8127	1.7725
27482	3.0000	0.9063	0.8863
27483	3.0000	0.9063	0.8863
27484	3.0000	0.9063	0.8863
27485	4.0000	1.2085	1.1817
27486	3.0000	0.9063	0.8863
27487	2.0000	0.6042	0.5908
27488	3.0000	0.9063	0.8863
27489	3.0000	0.9063	0.8863
27490	6.0000	1.8127	1.7725
27491	2.0000	0.6042	0.5908
27492	4.0000	1.2085	1.1817
27493	3.0000	0.9063	0.8863
27494	3.0000	0.9063	0.8863
27495	3.0000	0.9063	0.8863
27496	3.0000	0.9063	0.8863
27497	6.0000	1.8127	1.7725
27498	2.0000	0.6042	0.5908
27499	3.0000	0.9063	0.8863
27500	4.0000	1.2085	1.1817
27501	6.0000	1.8127	1.7725
27502	2.0000	0.6042	0.5908
27503	3.0000	0.9063	0.8863
27504	3.0000	0.9063	0.8863
27505	4.0000	1.2085	1.1817
27506	3.0000	0.9063	0.8863
27507	3.0000	0.9063	0.8863
27508	4.0000	1.2085	1.1817
27509	3.0000	0.9063	0.8863
27510	6.0000	1.8127	1.7725
27511	6.0000	1.8127	1.7725
27512	2.0000	0.6042	0.5908
27513	3.0000	0.9063	0.8863
27514	3.0000	0.9063	0.8863
27515	3.0000	0.9063	0.8863
27516	4.0000	1.2085	1.1817
27517	3.0000	0.9063	0.8863
27518	3.0000	0.9063	0.8863
27519	3.0000	0.9063	0.8863
27520	3.0000	0.9063	0.8863
27521	3.0000	0.9063	0.8863
27522	3.0000	0.9063	0.8863
27523	4.0000	1.2085	1.1817
27524	3.0000	0.9063	0.8863
27525	3.0000	0.9063	0.8863
27526	3.0000	0.9063	0.8863
27527	3.0000	0.9063	0.8863
27528	3.0000	0.9063	0.8863
27529	6.0000	1.8127	1.7725
27530	4.0000	1.2085	1.1817
27531	3.0000	0.9063	0.8863
27532	3.0000	0.9063	0.8863
27533	6.0000	1.8127	1.7725
27534	2.0000	0.6042	0.5908
27535	2.0000	0.6042	0.5908
27536	4.0000	1.2085	1.1817
27537	4.0000	1.2085	1.1817
27538	3.0000	0.9063	0.8863
27539	6.0000	1.8127	1.7725
27540	3.0000	0.9063	0.8863
27541	0.0000	0.0000	0.0000
27542	2.0000	0.6042	0.5908
27543	6.0000	1.8127	1.7725
27544	3.0000	0.9063	0.8863
27545	3.0000	0.9063	0.8863
27546	3.0000	0.9063	0.8863
27547	3.0000	0.9063	0.8863
27548	3.0000	0.9063	0.8863
27549	3.0000	0.9063	0.8863
27550	3.0000	0.9063	0.8863
27551	3.0000	0.9063	0.8863
27552	6.0000	1.8127	1.7725
27553	3.0000	0.9063	0.8863
27554	2.0000	0.6042	0.5908
27555	3.0000	0.9063	0.8863
27556	3.0000	0.9063	0.8863
27557	3.0000	0.9063	0.8863
27558	3.0000	0.9063	0.8863
27559	3.0000	0.9063	0.8863
27560	3.0000	0.9063	0.8863
27561	3.0000	0.9063	0.8863
27562	3.0000	0.9063	0.8863
27563	4.0000	1.2085	1.1817
27564	3.0000	0.9063	0.8863
27565	3.0000	0.9063	0.8863
27566	3.0000	0.9063	0.8863
27567	4.0000	1.2085	1.1817
27568	4.0000	1.2085	1.1817
27569	4.0000	1.2085	1.1817
27570	3.0000	0.9063	0.8863
27571	6.0000	1.8127	1.7725
27572	3.0000	0.9063	0.8863
27573	3.0000	0.9063	0.8863
27574	3.0000	0.9063	0.8863
27575	4.0000	1.2085	1.1817
27576	3.0000	0.9063	0.8863
27577	2.0000	0.6042	0.5908
27578	3.0000	0.9063	0.8863
27579	4.0000	1.2085	1.1817
27580	3.0000	0.9063	0.8863
27581	4.0000	1.2085	1.1817
27582	3.0000	0.9063	0.8863
27583	2.0000	0.6042	0.5908
27584	3.0000	0.9063	0.8863
27585	3.0000	0.9063	0.8863
27586	3.0000	0.9063	0.8863
27587	2.0000	0.6042	0.5908
27588	3.0000	0.9063	0.8863
27589	3.0000	0.9063	0.8863
27590	4.0000	1.2085	1.1817
27591	3.0000	0.9063	0.8863
27592	3.0000	0.9063	0.8863
27593	4.0000	1.2085	1.1817
27594	2.0000	0.6042	0.5908
27595	3.0000	0.9063	0.8863
27596	3.0000	0.9063	0.8863
27597	2.0000	0.6042	0.5908
27598	3.0000	0.9063	0.8863
27599	2.0000	0.6042	0.5908
27600	6.0000	1.8127	1.7725
27601	4.0000	1.2085	1.1817
27602	3.0000	0.9063	0.8863
27603	4.0000	1.2085	1.1817
27604	2.0000	0.6042	0.5908
27605	6.0000	1.8127	1.7725
27606	2.0000	0.6042	0.5908
27607	2.0000	0.6042	0.5908
27608	3.0000	0.9063	0.8863
27609	4.0000	1.2085	1.1817
27610	3.0000	0.9063	0.8863
27611	4.0000	1.2085	1.1817
27612	4.0000	1.2085	1.1817
27613	4.0000	1.2085	1.1817
27614	4.0000	1.2085	1.1817
27615	3.0000	0.9063	0.8863
27616	3.0000	0.9063	0.8863
27617	3.0000	0.9063	0.8863
27618	3.0000	0.9063	0.8863
27619	3.0000	0.9063	0.8863
27620	4.0000	1.2085	1.1817
27621	3.0000	0.9063	0.8863
27622	4.0000	1.2085	1.1817
27623	2.0000	0.6042	0.5908
27624	4.0000	1.2085	1.1817
27625	3.0000	0.9063	0.8863
27626	4.0000	1.2085	1.1817
27627	3.0000	0.9063	0.8863
27628	3.0000	0.9063	0.8863
27629	4.0000	1.2085	1.1817
27630	4.0000	1.2085	1.1817
27631	0.0000	0.0000	0.0000
27632	4.0000	1.2085	1.1817
27633	0.0000	0.0000	0.0000
27634	3.0000	0.9063	0.8863
27635	3.0000	0.9063	0.8863
27636	4.0000	1.2085	1.1817
27637	3.0000	0.9063	0.8863
27638	3.0000	0.9063	0.8863
27639	3.0000	0.9063	0.8863
27640	6.0000	1.8127	1.7725
27641	3.0000	0.9063	0.8863
27642	3.0000	0.9063	0.8863
27643	3.0000	0.9063	0.8863
27644	4.0000	1.2085	1.1817
27645	3.0000	0.9063	0.8863
27646	6.0000	1.8127	1.7725
27647	0.0000	0.0000	0.0000
27648	4.0000	1.2085	1.1817
27649	2.0000	0.6042	0.5908
27650	3.0000	0.9063	0.8863
27651	4.0000	1.2085	1.1817
27652	3.0000	0.9063	0.8863
27653	3.0000	0.9063	0.8863
27654	3.0000	0.9063	0.8863
27655	4.0000	1.2085	1.1817
27656	3.0000	0.9063	0.8863
27657	0.0000	0.0000	0.0000
27658	0.0000	0.0000	0.0000
27659	3.0000	0.9063	0.8863
27660	2.0000	0.6042	0.5908
27661	3.0000	0.9063	0.8863
27662	3.0000	0.9063	0.8863
27663	2.0000	0.6042	0.5908
27664	2.0000	0.6042	0.5908
27665	3.0000	0.9063	0.8863
27666	0.0000	0.0000	0.0000
27667	3.0000	0.9063	0.8863
27668	3.0000	0.9063	0.8863
27669	6.0000	1.8127	1.7725
27670	4.0000	1.2085	1.1817
27671	3.0000	0.9063	0.8863
27672	4.0000	1.2085	1.1817
27673	3.0000	0.9063	0.8863
27674	4.0000	1.2085	1.1817
27675	4.0000	1.2085	1.1817
27676	3.0000	0.9063	0.8863
27677	3.0000	0.9063	0.8863
27678	4.0000	1.2085	1.1817
27679	3.0000	0.9063	0.8863
27680	2.0000	0.6042	0.5908
27681	4.0000	1.2085	1.1817
27682	3.0000	0.9063	0.8863
27683	3.0000	0.9063	0.8863
27684	3.0000	0.9063	0.8863
27685	4.0000	1.2085	1.1817
27686	3.0000	0.9063	0.8863
27687	3.0000	0.9063	0.8863
27688	2.0000	0.6042	0.5908
27689	2.0000	0.6042	0.5908
27690	3.0000	0.9063	0.8863
27691	3.0000	0.9063	0.8863
27692	3.0000	0.9063	0.8863
27693	4.0000	1.2085	1.1817
27694	2.0000	0.6042	0.5908
27695	4.0000	1.2085	1.1817
27696	4.0000	1.2085	1.1817
27697	3.0000	0.9063	0.8863
27698	4.0000	1.2085	1.1817
27699	0.0000	0.0000	0.0000
27700	3.0000	0.9063	0.8863
27701	3.0000	0.9063	0.8863
27702	4.0000	1.2085	1.1817
27703	3.0000	0.9063	0.8863
27704	0.0000	0.0000	0.0000
27705	3.0000	0.9063	0.8863
27706	3.0000	0.9063	0.8863
27707	3.0000	0.9063	0.8863
27708	3.0000	0.9063	0.8863
27709	4.0000	1.2085	1.1817
27710	4.0000	1.2085	1.1817
27711	3.0000	0.9063	0.8863
27712	3.0000	0.9063	0.8863
27713	0.0000	0.0000	0.0000
27714	3.0000	0.9063	0.8863
27715	4.0000	1.2085	1.1817
27716	3.0000	0.9063	0.8863
27717	3.0000	0.9063	0.8863
27718	3.0000	0.9063	0.8863
27719	6.0000	1.8127	1.7725
27720	3.0000	0.9063	0.8863
27721	4.0000	1.2085	1.1817
27722	4.0000	1.2085	1.1817
27723	3.0000	0.9063	0.8863
27724	0.0000	0.0000	0.0000
27725	0.0000	0.0000	0.0000
27726	4.0000	1.2085	1.1817
27727	3.0000	0.9063	0.8863
27728	2.0000	0.6042	0.5908
27729	3.0000	0.9063	0.8863
27730	3.0000	0.9063	0.8863
27731	2.0000	0.6042	0.5908
27732	3.0000	0.9063	0.8863
27733	3.0000	0.9063	0.8863
27734	3.0000	0.9063	0.8863
27735	3.0000	0.9063	0.8863
27736	6.0000	1.8127	1.7725
27737	3.0000	0.9063	0.8863
27738	2.0000	0.6042	0.5908
27739	4.0000	1.2085	1.1817
27740	3.0000	0.9063	0.8863
27741	3.0000	0.9063	0.8863
27742	3.0000	0.9063	0.8863
27743	3.0000	0.9063	0.8863
27744	3.0000	0.9063	0.8863
27745	4.0000	1.2085	1.1817
27746	4.0000	1.2085	1.1817
27747	3.0000	0.9063	0.8863
27748	3.0000	0.9063	0.8863
27749	6.0000	1.8127	1.7725
27750	3.0000	0.9063	0.8863
27751	3.0000	0.9063	0.8863
27752	3.0000	0.9063	0.8863
27753	3.0000	0.9063	0.8863
27754	6.0000	1.8127	1.7725
27755	4.0000	1.2085	1.1817
27756	3.0000	0.9063	0.8863
27757	2.0000	0.6042	0.5908
27758	3.0000	0.9063	0.8863
27759	3.0000	0.9063	0.8863
27760	3.0000	0.9063	0.8863
27761	3.0000	0.9063	0.8863
27762	4.0000	1.2085	1.1817
27763	3.0000	0.9063	0.8863
27764	3.0000	0.9063	0.8863
27765	4.0000	1.2085	1.1817
27766	3.0000	0.9063	0.8863
27767	4.0000	1.2085	1.1817
27768	2.0000	0.6042	0.5908
27769	3.0000	0.9063	0.8863
27770	6.0000	1.8127	1.7725
27771	3.0000	0.9063	0.8863
27772	2.0000	0.6042	0.5908
27773	4.0000	1.2085	1.1817
27774	3.0000	0.9063	0.8863
27775	4.0000	1.2085	1.1817
27776	6.0000	1.8127	1.7725
27777	4.0000	1.2085	1.1817
27778	4.0000	1.2085	1.1817
27779	3.0000	0.9063	0.8863
27780	3.0000	0.9063	0.8863
27781	4.0000	1.2085	1.1817
27782	4.0000	1.2085	1.1817
27783	2.0000	0.6042	0.5908
27784	4.0000	1.2085	1.1817
27785	3.0000	0.9063	0.8863
27786	4.0000	1.2085	1.1817
27787	3.0000	0.9063	0.8863
27788	3.0000	0.9063	0.8863
27789	0.0000	0.0000	0.0000
27790	3.0000	0.9063	0.8863
27791	3.0000	0.9063	0.8863
27792	2.0000	0.6042	0.5908
27793	3.0000	0.9063	0.8863
27794	3.0000	0.9063	0.8863
27795	3.0000	0.9063	0.8863
27796	4.0000	1.2085	1.1817
27797	2.0000	0.6042	0.5908
27798	3.0000	0.9063	0.8863
27799	4.0000	1.2085	1.1817
27800	3.0000	0.9063	0.8863
27801	3.0000	0.9063	0.8863
27802	4.0000	1.2085	1.1817
27803	4.0000	1.2085	1.1817
27804	3.0000	0.9063	0.8863
27805	3.0000	0.9063	0.8863
27806	6.0000	1.8127	1.7725
27807	3.0000	0.9063	0.8863
27808	3.0000	0.9063	0.8863
27809	4.0000	1.2085	1.1817
27810	0.0000	0.0000	0.0000
27811	4.0000	1.2085	1.1817
27812	4.0000	1.2085	1.1817
27813	3.0000	0.9063	0.8863
27814	2.0000	0.6042	0.5908
27815	3.0000	0.9063	0.8863
27816	3.0000	0.9063	0.8863
27817	3.0000	0.9063	0.8863
27818	3.0000	0.9063	0.8863
27819	0.0000	0.0000	0.0000
27820	6.0000	1.8127	1.7725
27821	4.0000	1.2085	1.1817
27822	3.0000	0.9063	0.8863
27823	2.0000	0.6042	0.5908
27824	3.0000	0.9063	0.8863
27825	6.0000	1.8127	1.7725
27826	3.0000	0.9063	0.8863
27827	4.0000	1.2085	1.1817
27828	3.0000	0.9063	0.8863
27829	3.0000	0.9063	0.8863
27830	3.0000	0.9063	0.8863
27831	4.0000	1.2085	1.1817
27832	3.0000	0.9063	0.8863
27833	2.0000	0.6042	0.5908
27834	2.0000	0.6042	0.5908
27835	3.0000	0.9063	0.8863
27836	3.0000	0.9063	0.8863
27837	4.0000	1.2085	1.1817
27838	4.0000	1.2085	1.1817
27839	3.0000	0.9063	0.8863
27840	6.0000	1.8127	1.7725
27841	2.0000	0.6042	0.5908
27842	3.0000	0.9063	0.8863
27843	3.0000	0.9063	0.8863
27844	4.0000	1.2085	1.1817
27845	4.0000	1.2085	1.1817
27846	3.0000	0.9063	0.8863
27847	0.0000	0.0000	0.0000
27848	3.0000	0.9063	0.8863
27849	4.0000	1.2085	1.1817
27850	4.0000	1.2085	1.1817
27851	3.0000	0.9063	0.8863
27852	3.0000	0.9063	0.8863
27853	3.0000	0.9063	0.8863
27854	3.0000	0.9063	0.8863
27855	2.0000	0.6042	0.5908
27856	4.0000	1.2085	1.1817
27857	4.0000	1.2085	1.1817
27858	2.0000	0.6042	0.5908
27859	4.0000	1.2085	1.1817
27860	3.0000	0.9063	0.8863
27861	3.0000	0.9063	0.8863
27862	6.0000	1.8127	1.7725
27863	4.0000	1.2085	1.1817
27864	3.0000	0.9063	0.8863
27865	4.0000	1.2085	1.1817
27866	3.0000	0.9063	0.8863
27867	3.0000	0.9063	0.8863
27868	4.0000	1.2085	1.1817
27869	6.0000	1.8127	1.7725
27870	2.0000	0.6042	0.5908
27871	3.0000	0.9063	0.8863
27872	2.0000	0.6042	0.5908
27873	3.0000	0.9063	0.8863
27874	4.0000	1.2085	1.1817
27875	6.0000	1.8127	1.7725
27876	4.0000	1.2085	1.1817
27877	0.0000	0.0000	0.0000
27878	4.0000	1.2085	1.1817
27879	4.0000	1.2085	1.1817
27880	4.0000	1.2085	1.1817
27881	3.0000	0.9063	0.8863
27882	3.0000	0.9063	0.8863
27883	0.0000	0.0000	0.0000
27884	4.0000	1.2085	1.1817
27885	0.0000	0.0000	0.0000
27886	3.0000	0.9063	0.8863
27887	4.0000	1.2085	1.1817
27888	3.0000	0.9063	0.8863
27889	3.0000	0.9063	0.8863
27890	3.0000	0.9063	0.8863
27891	3.0000	0.9063	0.8863
27892	3.0000	0.9063	0.8863
27893	3.0000	0.9063	0.8863
27894	3.0000	0.9063	0.8863
27895	3.0000	0.9063	0.8863
27896	4.0000	1.2085	1.1817
27897	3.0000	0.9063	0.8863
27898	2.0000	0.6042	0.5908
27899	3.0000	0.9063	0.8863
27900	2.0000	0.6042	0.5908
27901	3.0000	0.9063	0.8863
27902	3.0000	0.9063	0.8863
27903	3.0000	0.9063	0.8863
27904	3.0000	0.9063	0.8863
27905	2.0000	0.6042	0.5908
27906	2.0000	0.6042	0.5908
27907	4.0000	1.2085	1.1817
27908	4.0000	1.2085	1.1817
27909	3.0000	0.9063	0.8863
27910	3.0000	0.9063	0.8863
27911	3.0000	0.9063	0.8863
27912	4.0000	1.2085	1.1817
27913	4.0000	1.2085	1.1817
27914	2.0000	0.6042	0.5908
27915	4.0000	1.2085	1.1817
27916	3.0000	0.9063	0.8863
27917	4.0000	1.2085	1.1817
27918	3.0000	0.9063	0.8863
27919	3.0000	0.9063	0.8863
27920	3.0000	0.9063	0.8863
27921	3.0000	0.9063	0.8863
27922	4.0000	1.2085	1.1817
27923	3.0000	0.9063	0.8863
27924	4.0000	1.2085	1.1817
27925	4.0000	1.2085	1.1817
27926	4.0000	1.2085	1.1817
27927	3.0000	0.9063	0.8863
27928	4.0000	1.2085	1.1817
27929	6.0000	1.8127	1.7725
27930	3.0000	0.9063	0.8863
27931	3.0000	0.9063	0.8863
27932	4.0000	1.2085	1.1817
27933	3.0000	0.9063	0.8863
27934	3.0000	0.9063	0.8863
27935	2.0000	0.6042	0.5908
27936	3.0000	0.9063	0.8863
27937	3.0000	0.9063	0.8863
27938	3.0000	0.9063	0.8863
27939	3.0000	0.9063	0.8863
27940	4.0000	1.2085	1.1817
27941	3.0000	0.9063	0.8863
27942	3.0000	0.9063	0.8863
27943	6.0000	1.8127	1.7725
27944	4.0000	1.2085	1.1817
27945	3.0000	0.9063	0.8863
27946	2.0000	0.6042	0.5908
27947	2.0000	0.6042	0.5908
27948	3.0000	0.9063	0.8863
27949	4.0000	1.2085	1.1817
27950	2.0000	0.6042	0.5908
27951	4.0000	1.2085	1.1817
27952	2.0000	0.6042	0.5908
27953	4.0000	1.2085	1.1817
27954	4.0000	1.2085	1.1817
27955	3.0000	0.9063	0.8863
27956	3.0000	0.9063	0.8863
27957	4.0000	1.2085	1.1817
27958	3.0000	0.9063	0.8863
27959	4.0000	1.2085	1.1817
27960	3.0000	0.9063	0.8863
27961	6.0000	1.8127	1.7725
27962	4.0000	1.2085	1.1817
27963	3.0000	0.9063	0.8863
27964	3.0000	0.9063	0.8863
27965	4.0000	1.2085	1.1817
27966	3.0000	0.9063	0.8863
27967	4.0000	1.2085	1.1817
27968	2.0000	0.6042	0.5908
27969	2.0000	0.6042	0.5908
27970	3.0000	0.9063	0.8863
27971	4.0000	1.2085	1.1817
27972	6.0000	1.8127	1.7725
27973	4.0000	1.2085	1.1817
27974	3.0000	0.9063	0.8863
27975	3.0000	0.9063	0.8863
27976	4.0000	1.2085	1.1817
27977	3.0000	0.9063	0.8863
27978	3.0000	0.9063	0.8863
27979	3.0000	0.9063	0.8863
27980	3.0000	0.9063	0.8863
27981	3.0000	0.9063	0.8863
27982	3.0000	0.9063	0.8863
27983	2.0000	0.6042	0.5908
27984	3.0000	0.9063	0.8863
27985	3.0000	0.9063	0.8863
27986	3.0000	0.9063	0.8863
27987	2.0000	0.6042	0.5908
27988	3.0000	0.9063	0.8863
27989	2.0000	0.6042	0.5908
27990	3.0000	0.9063	0.8863
27991	4.0000	1.2085	1.1817
27992	3.0000	0.9063	0.8863
27993	2.0000	0.6042	0.5908
27994	4.0000	1.2085	1.1817
27995	3.0000	0.9063	0.8863
27996	3.0000	0.9063	0.8863
27997	4.0000	1.2085	1.1817
27998	3.0000	0.9063	0.8863
27999	6.0000	1.8127	1.7725
28000	3.0000	0.9063	0.8863
28001	6.0000	1.8127	1.7725
28002	4.0000	1.2085	1.1817
28003	4.0000	1.2085	1.1817
